"_ID_";"_Peзультат загрузки_";"Новый";"Не заливать";"";"Штрих-код EAN-13";"Носитель";"Исходное название товара";"Название товара";"Треки";"Кол-во носителей";"Год";"Вес";"Лейбл";"Жанр";"Изображение";"Коментарии";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"PIN";"643";"";"";"707";"813";"249";"659";"689";"239";"814";"267";"266";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"0724359848303";"CD";"BOCELLI, ANDREA, VERDI";"Half Cousin. The Function Room";"";"1";"2005";"126";"GROEN";"Pop";"c:\images\Half Cousin - The Function Room - CD - 0724359848303.jpg";""
"";"";"";"";"";"0724359848723";"CD";"WEEKEND CLASSICS, Kempff, Wilhelm Beethoven Piano";"Martin Dean. Essential Dean Martin";"01. Ain't That a Kick in the Head|02. That's Amore|03. Memories Are Made of This|04. Just in Time|05. Swa|06. I'd Cry Like a Baby|07. Volare (Nnel Blu, Di Pinto Di Blu)|08. Under the Bridges of Paris|09. Love Me, Love Me|10. If|11. Mambo Italiano|12. Let Me Go Lover|13. Standing on the Corner|14. You Belong to Me|15. Powder Your Face with Sunshine (Smi|16. Innamorata (Sweetheart)|17. I'Ll Always Love You (Day After Day|18. Kiss|19. You'Re Nobody 'til Somebody Loves Y|20. Return to Me (Ritorna-Me)|21. Door is Still Open|22. Houston|23. Send Me the Pillow You Dream on|24. Everybody Loves Somebody|25. In the Chapel in the Moonlight|26. I Will|27. Little Ole Wine Drinker, Me|28. Somewhere There's a Someone|29. In the Misty Moonlight|30. Gentle on My Mind";"1";"2004";"126";"CAPITOL";"Middle Of The Road";"c:\images\Martin Dean - Essential Dean Martin - CD - 0724359848723.jpg";""
"";"";"";"";"";"0724359862422";"CD";"WEEKEND CLASSICS, Mozart.Serenada. Boehm, Karl.";"Megadeth. Peace Sells..";"";"1";"2004";"126";"EMD";"Heavy Metal";"c:\images\Megadeth - Peace Sells.. - CD - 0724359862422.jpg";""
